Running inference with number of nodes: 8, free nodes: 6
Starting the nautilus sampler...
Please report issues at github.com/johannesulf/nautilus.
Status    | Bounds | Ellipses | Networks | Calls    | f_live | N_eff | log Z    
Sampling  | 9      | 1        | 4        | 33600    | 1.0000 | 1     | -33.50   
Computing | 9      | 1        | 4        | 33600    | 1.0000 | 1     | -33.50   
Sampling  | 9      | 1        | 4        | 33700    | 1.0000 | 1     | -33.52   
Computing | 9      | 1        | 4        | 33700    | 1.0000 | 1     | -33.52   
Sampling  | 9      | 1        | 4        | 33800    | 1.0000 | 1     | -33.53   
Computing | 9      | 1        | 4        | 33800    | 1.0000 | 1     | -33.53   
Sampling  | 9      | 1        | 4        | 33900    | 1.0000 | 1     | -33.55   
Computing | 9      | 1        | 4        | 33900    | 1.0000 | 1     | -33.55   
Sampling  | 9      | 1        | 4        | 34000    | 1.0000 | 1     | -33.56   
Computing | 9      | 1        | 4        | 34000    | 1.0000 | 1     | -33.56   
Sampling  | 9      | 1        | 4        | 34100    | 1.0000 | 1     | -33.58   
Computing | 9      | 1        | 4        | 34100    | 1.0000 | 1     | -33.58   
Sampling  | 9      | 1        | 4        | 34200    | 1.0000 | 1     | -33.59   
Computing | 9      | 1        | 4        | 34200    | 1.0000 | 1     | -33.59   
Sampling  | 9      | 1        | 4        | 34300    | 1.0000 | 1     | -33.60   
Computing | 9      | 1        | 4        | 34300    | 1.0000 | 1     | -33.60   
Sampling  | 9      | 1        | 4        | 34400    | 1.0000 | 1     | -33.62   
Computing | 9      | 1        | 4        | 34400    | 1.0000 | 1     | -33.62   
Sampling  | 9      | 1        | 4        | 34500    | 1.0000 | 1     | -33.63   
Computing | 9      | 1        | 4        | 34500    | 1.0000 | 1     | -33.63   
Sampling  | 9      | 1        | 4        | 34600    | 1.0000 | 1     | -33.64   
Computing | 9      | 1        | 4        | 34600    | 1.0000 | 1     | -33.64   
Sampling  | 9      | 1        | 4        | 34700    | 1.0000 | 1     | -33.66   
Computing | 9      | 1        | 4        | 34700    | 1.0000 | 1     | -33.66   
Sampling  | 9      | 1        | 4        | 34800    | 1.0000 | 1     | -33.67   
Computing | 9      | 1        | 4        | 34800    | 1.0000 | 1     | -33.67   
Sampling  | 9      | 1        | 4        | 34900    | 1.0000 | 1     | -33.68   
Computing | 9      | 1        | 4        | 34900    | 1.0000 | 1     | -33.68   
Sampling  | 9      | 1        | 4        | 35000    | 1.0000 | 1     | -33.69   
Computing | 9      | 1        | 4        | 35000    | 1.0000 | 1     | -33.69   
Sampling  | 9      | 1        | 4        | 35100    | 1.0000 | 1     | -33.71   
Computing | 9      | 1        | 4        | 35100    | 1.0000 | 1     | -33.71   
Sampling  | 9      | 1        | 4        | 35200    | 1.0000 | 1     | -33.72   
Computing | 9      | 1        | 4        | 35200    | 1.0000 | 1     | -33.72   
Sampling  | 9      | 1        | 4        | 35300    | 1.0000 | 1     | -33.73   
Computing | 9      | 1        | 4        | 35300    | 1.0000 | 1     | -33.73   
Sampling  | 9      | 1        | 4        | 35400    | 1.0000 | 1     | -33.74   
Computing | 9      | 1        | 4        | 35400    | 1.0000 | 1     | -33.74   
Sampling  | 9      | 1        | 4        | 35500    | 1.0000 | 1     | -33.75   
Computing | 9      | 1        | 4        | 35500    | 1.0000 | 1     | -33.75   
Sampling  | 9      | 1        | 4        | 35600    | 1.0000 | 1     | -33.76   
Computing | 9      | 1        | 4        | 35600    | 1.0000 | 1     | -33.76   
Bounding  | 9      | 1        | 4        | 35700    | 1.0000 | 1     | -33.78   
Sampling  | 10     | 4        | 4        | 35700    | 1.0000 | 1     | -127.15  
Computing | 10     | 4        | 4        | 35700    | 1.0000 | 1     | -127.15  
Sampling  | 10     | 4        | 4        | 35800    | 1.0000 | 1     | -62.85   
Computing | 10     | 4        | 4        | 35800    | 1.0000 | 1     | -62.85   
Sampling  | 10     | 4        | 4        | 35900    | 1.0000 | 1     | -36.25   
Computing | 10     | 4        | 4        | 35900    | 1.0000 | 1     | -36.25   
Sampling  | 10     | 4        | 4        | 36000    | 1.0000 | 1     | -36.55   
Computing | 10     | 4        | 4        | 36000    | 1.0000 | 1     | -36.55   
Sampling  | 10     | 4        | 4        | 36100    | 1.0000 | 1     | -36.81   
Computing | 10     | 4        | 4        | 36100    | 1.0000 | 1     | -36.81   
Sampling  | 10     | 4        | 4        | 36200    | 1.0000 | 1     | -37.01   
Computing | 10     | 4        | 4        | 36200    | 1.0000 | 1     | -37.01   
Sampling  | 10     | 4        | 4        | 36300    | 1.0000 | 1     | -33.24   
Computing | 10     | 4        | 4        | 36300    | 1.0000 | 1     | -33.24   
Sampling  | 10     | 4        | 4        | 36400    | 1.0000 | 1     | -33.37   
Computing | 10     | 4        | 4        | 36400    | 1.0000 | 1     | -33.37   
Sampling  | 10     | 4        | 4        | 36500    | 1.0000 | 1     | -33.50   
Computing | 10     | 4        | 4        | 36500    | 1.0000 | 1     | -33.50   
Sampling  | 10     | 4        | 4        | 36600    | 1.0000 | 1     | -24.93   
Computing | 10     | 4        | 4        | 36600    | 1.0000 | 1     | -24.93   
Sampling  | 10     | 4        | 4        | 36700    | 1.0000 | 1     | -25.02   
Computing | 10     | 4        | 4        | 36700    | 1.0000 | 1     | -25.02   
Sampling  | 10     | 4        | 4        | 36800    | 1.0000 | 1     | -25.10   
Computing | 10     | 4        | 4        | 36800    | 1.0000 | 1     | -25.10   
Sampling  | 10     | 4        | 4        | 36900    | 1.0000 | 1     | -25.18   
Computing | 10     | 4        | 4        | 36900    | 1.0000 | 1     | -25.18   
Sampling  | 10     | 4        | 4        | 37000    | 1.0000 | 1     | -25.20   
Computing | 10     | 4        | 4        | 37000    | 1.0000 | 1     | -25.20   
Sampling  | 10     | 4        | 4        | 37100    | 1.0000 | 1     | -25.22   
Computing | 10     | 4        | 4        | 37100    | 1.0000 | 1     | -25.22   
Sampling  | 10     | 4        | 4        | 37200    | 1.0000 | 1     | -25.24   
Computing | 10     | 4        | 4        | 37200    | 1.0000 | 1     | -25.24   
Sampling  | 10     | 4        | 4        | 37300    | 1.0000 | 1     | -25.26   
Computing | 10     | 4        | 4        | 37300    | 1.0000 | 1     | -25.26   
Sampling  | 10     | 4        | 4        | 37400    | 1.0000 | 1     | -25.28   
Computing | 10     | 4        | 4        | 37400    | 1.0000 | 1     | -25.28   
Sampling  | 10     | 4        | 4        | 37500    | 1.0000 | 1     | -25.30   
Computing | 10     | 4        | 4        | 37500    | 1.0000 | 1     | -25.30   
Sampling  | 10     | 4        | 4        | 37600    | 1.0000 | 1     | -25.31   
Computing | 10     | 4        | 4        | 37600    | 1.0000 | 1     | -25.31   
Sampling  | 10     | 4        | 4        | 37700    | 1.0000 | 1     | -25.33   
Computing | 10     | 4        | 4        | 37700    | 1.0000 | 1     | -25.33   
Sampling  | 10     | 4        | 4        | 37800    | 1.0000 | 1     | -25.35   
Computing | 10     | 4        | 4        | 37800    | 1.0000 | 1     | -25.35   
Sampling  | 10     | 4        | 4        | 37900    | 1.0000 | 1     | -25.37   
Computing | 10     | 4        | 4        | 37900    | 1.0000 | 1     | -25.37   
Sampling  | 10     | 4        | 4        | 38000    | 1.0000 | 1     | -25.38   
Computing | 10     | 4        | 4        | 38000    | 1.0000 | 1     | -25.38   
Sampling  | 10     | 4        | 4        | 38100    | 1.0000 | 1     | -25.40   
Computing | 10     | 4        | 4        | 38100    | 1.0000 | 1     | -25.40   
Sampling  | 10     | 4        | 4        | 38200    | 1.0000 | 1     | -25.42   
Computing | 10     | 4        | 4        | 38200    | 1.0000 | 1     | -25.42   
Sampling  | 10     | 4        | 4        | 38300    | 1.0000 | 1     | -25.43   
Computing | 10     | 4        | 4        | 38300    | 1.0000 | 1     | -25.43   
Sampling  | 10     | 4        | 4        | 38400    | 1.0000 | 1     | -25.45   
Computing | 10     | 4        | 4        | 38400    | 1.0000 | 1     | -25.45   
Sampling  | 10     | 4        | 4        | 38500    | 1.0000 | 1     | -25.46   
Computing | 10     | 4        | 4        | 38500    | 1.0000 | 1     | -25.46   
Sampling  | 10     | 4        | 4        | 38600    | 1.0000 | 1     | -25.48   
Computing | 10     | 4        | 4        | 38600    | 1.0000 | 1     | -25.48   
Sampling  | 10     | 4        | 4        | 38700    | 1.0000 | 1     | -25.49   
Computing | 10     | 4        | 4        | 38700    | 1.0000 | 1     | -25.49   
Sampling  | 10     | 4        | 4        | 38800    | 1.0000 | 1     | -25.51   
Computing | 10     | 4        | 4        | 38800    | 1.0000 | 1     | -25.51   
Sampling  | 10     | 4        | 4        | 38900    | 1.0000 | 1     | -25.52   
Computing | 10     | 4        | 4        | 38900    | 1.0000 | 1     | -25.52   
Sampling  | 10     | 4        | 4        | 39000    | 1.0000 | 1     | -25.54   
Computing | 10     | 4        | 4        | 39000    | 1.0000 | 1     | -25.54   
Sampling  | 10     | 4        | 4        | 39100    | 1.0000 | 1     | -25.55   
Computing | 10     | 4        | 4        | 39100    | 1.0000 | 1     | -25.55   
Sampling  | 10     | 4        | 4        | 39200    | 1.0000 | 1     | -25.57   
Computing | 10     | 4        | 4        | 39200    | 1.0000 | 1     | -25.57   
Sampling  | 10     | 4        | 4        | 39300    | 1.0000 | 1     | -25.58   
Computing | 10     | 4        | 4        | 39300    | 1.0000 | 1     | -25.58   
Sampling  | 10     | 4        | 4        | 39400    | 1.0000 | 1     | -25.59   
Computing | 10     | 4        | 4        | 39400    | 1.0000 | 1     | -25.59   
Sampling  | 10     | 4        | 4        | 39500    | 1.0000 | 1     | -25.61   
Computing | 10     | 4        | 4        | 39500    | 1.0000 | 1     | -25.61   
Sampling  | 10     | 4        | 4        | 39600    | 1.0000 | 1     | -25.62   
Computing | 10     | 4        | 4        | 39600    | 1.0000 | 1     | -25.62   
Sampling  | 10     | 4        | 4        | 39700    | 1.0000 | 1     | -25.63   
Computing | 10     | 4        | 4        | 39700    | 1.0000 | 1     | -25.63   
Sampling  | 10     | 4        | 4        | 39800    | 1.0000 | 1     | -25.65   
Computing | 10     | 4        | 4        | 39800    | 1.0000 | 1     | -25.65   
Sampling  | 10     | 4        | 4        | 39900    | 1.0000 | 1     | -25.66   
Computing | 10     | 4        | 4        | 39900    | 1.0000 | 1     | -25.66   
Sampling  | 10     | 4        | 4        | 40000    | 1.0000 | 1     | -25.67   
Computing | 10     | 4        | 4        | 40000    | 1.0000 | 1     | -25.67   
Sampling  | 10     | 4        | 4        | 40100    | 1.0000 | 1     | -25.69   
Computing | 10     | 4        | 4        | 40100    | 1.0000 | 1     | -25.69   
Sampling  | 10     | 4        | 4        | 40200    | 1.0000 | 1     | -25.70   
Computing | 10     | 4        | 4        | 40200    | 1.0000 | 1     | -25.70   
Sampling  | 10     | 4        | 4        | 40300    | 1.0000 | 1     | -25.71   
Computing | 10     | 4        | 4        | 40300    | 1.0000 | 1     | -25.71   
Sampling  | 10     | 4        | 4        | 40400    | 1.0000 | 1     | -25.72   
Computing | 10     | 4        | 4        | 40400    | 1.0000 | 1     | -25.72   
Sampling  | 10     | 4        | 4        | 40500    | 1.0000 | 1     | -25.73   
Computing | 10     | 4        | 4        | 40500    | 1.0000 | 1     | -25.73   
Sampling  | 10     | 4        | 4        | 40600    | 1.0000 | 1     | -25.75   
Computing | 10     | 4        | 4        | 40600    | 1.0000 | 1     | -25.75   
Sampling  | 10     | 4        | 4        | 40700    | 1.0000 | 1     | -25.76   
Computing | 10     | 4        | 4        | 40700    | 1.0000 | 1     | -25.76   
Sampling  | 10     | 4        | 4        | 40800    | 1.0000 | 1     | -25.77   
Computing | 10     | 4        | 4        | 40800    | 1.0000 | 1     | -25.77   
Sampling  | 10     | 4        | 4        | 40900    | 1.0000 | 1     | -25.78   
Computing | 10     | 4        | 4        | 40900    | 1.0000 | 1     | -25.78   
Sampling  | 10     | 4        | 4        | 41000    | 1.0000 | 1     | -25.79   
Computing | 10     | 4        | 4        | 41000    | 1.0000 | 1     | -25.79   
Sampling  | 10     | 4        | 4        | 41100    | 1.0000 | 1     | -25.80   
Computing | 10     | 4        | 4        | 41100    | 1.0000 | 1     | -25.80   
Sampling  | 10     | 4        | 4        | 41200    | 1.0000 | 1     | -25.81   
Computing | 10     | 4        | 4        | 41200    | 1.0000 | 1     | -25.81   
Sampling  | 10     | 4        | 4        | 41300    | 1.0000 | 1     | -25.82   
Computing | 10     | 4        | 4        | 41300    | 1.0000 | 1     | -25.82   
Sampling  | 10     | 4        | 4        | 41400    | 1.0000 | 1     | -25.83   
Computing | 10     | 4        | 4        | 41400    | 1.0000 | 1     | -25.83   
Bounding  | 10     | 4        | 4        | 41500    | 1.0000 | 1     | -25.85   
Sampling  | 11     | 4        | 4        | 41500    | 1.0000 | 1     | -119.59  
Computing | 11     | 4        | 4        | 41500    | 1.0000 | 1     | -119.59  
Sampling  | 11     | 4        | 4        | 41600    | 1.0000 | 1     | -32.63   
Computing | 11     | 4        | 4        | 41600    | 1.0000 | 1     | -32.63   
Sampling  | 11     | 4        | 4        | 41700    | 1.0000 | 1     | -24.60   
Computing | 11     | 4        | 4        | 41700    | 1.0000 | 1     | -24.60   
Sampling  | 11     | 4        | 4        | 41800    | 1.0000 | 1     | -24.86   
Computing | 11     | 4        | 4        | 41800    | 1.0000 | 1     | -24.86   
Sampling  | 11     | 4        | 4        | 41900    | 1.0000 | 1     | -25.08   
Computing | 11     | 4        | 4        | 41900    | 1.0000 | 1     | -25.08   
Sampling  | 11     | 4        | 4        | 42000    | 1.0000 | 1     | -25.25   
Computing | 11     | 4        | 4        | 42000    | 1.0000 | 1     | -25.25   
Sampling  | 11     | 4        | 4        | 42100    | 1.0000 | 1     | -25.40   
Computing | 11     | 4        | 4        | 42100    | 1.0000 | 1     | -25.40   
Sampling  | 11     | 4        | 4        | 42200    | 1.0000 | 1     | -25.52   
Computing | 11     | 4        | 4        | 42200    | 1.0000 | 1     | -25.52   
Sampling  | 11     | 4        | 4        | 42300    | 1.0000 | 1     | -25.62   
Computing | 11     | 4        | 4        | 42300    | 1.0000 | 1     | -25.62   
Sampling  | 11     | 4        | 4        | 42400    | 1.0000 | 1     | -25.74   
Computing | 11     | 4        | 4        | 42400    | 1.0000 | 1     | -25.74   
Sampling  | 11     | 4        | 4        | 42500    | 1.0000 | 1     | -25.84   
Computing | 11     | 4        | 4        | 42500    | 1.0000 | 1     | -25.84   
Sampling  | 11     | 4        | 4        | 42600    | 1.0000 | 1     | -25.87   
Computing | 11     | 4        | 4        | 42600    | 1.0000 | 1     | -25.87   
Sampling  | 11     | 4        | 4        | 42700    | 1.0000 | 1     | -25.89   
Computing | 11     | 4        | 4        | 42700    | 1.0000 | 1     | -25.89   
Sampling  | 11     | 4        | 4        | 42800    | 1.0000 | 1     | -25.91   
Computing | 11     | 4        | 4        | 42800    | 1.0000 | 1     | -25.91   
Sampling  | 11     | 4        | 4        | 42900    | 1.0000 | 1     | -25.93   
Computing | 11     | 4        | 4        | 42900    | 1.0000 | 1     | -25.93   
Sampling  | 11     | 4        | 4        | 43000    | 1.0000 | 1     | -25.94   
Computing | 11     | 4        | 4        | 43000    | 1.0000 | 1     | -25.94   
Sampling  | 11     | 4        | 4        | 43100    | 1.0000 | 1     | -25.96   
Computing | 11     | 4        | 4        | 43100    | 1.0000 | 1     | -25.96   
Sampling  | 11     | 4        | 4        | 43200    | 1.0000 | 1     | -25.98   
Computing | 11     | 4        | 4        | 43200    | 1.0000 | 1     | -25.98   
Sampling  | 11     | 4        | 4        | 43300    | 1.0000 | 1     | -26.00   
Computing | 11     | 4        | 4        | 43300    | 1.0000 | 1     | -26.00   
Sampling  | 11     | 4        | 4        | 43400    | 1.0000 | 1     | -25.99   
Computing | 11     | 4        | 4        | 43400    | 1.0000 | 1     | -25.99   
Sampling  | 11     | 4        | 4        | 43500    | 1.0000 | 1     | -26.01   
Computing | 11     | 4        | 4        | 43500    | 1.0000 | 1     | -26.01   
Sampling  | 11     | 4        | 4        | 43600    | 1.0000 | 1     | -26.02   
Computing | 11     | 4        | 4        | 43600    | 1.0000 | 1     | -26.02   
Sampling  | 11     | 4        | 4        | 43700    | 1.0000 | 1     | -26.04   
Computing | 11     | 4        | 4        | 43700    | 1.0000 | 1     | -26.04   
Sampling  | 11     | 4        | 4        | 43800    | 1.0000 | 1     | -26.06   
Computing | 11     | 4        | 4        | 43800    | 1.0000 | 1     | -26.06   
Sampling  | 11     | 4        | 4        | 43900    | 1.0000 | 1     | -26.07   
Computing | 11     | 4        | 4        | 43900    | 1.0000 | 1     | -26.07   
Sampling  | 11     | 4        | 4        | 44000    | 1.0000 | 1     | -26.09   
Computing | 11     | 4        | 4        | 44000    | 1.0000 | 1     | -26.09   
Sampling  | 11     | 4        | 4        | 44100    | 1.0000 | 1     | -26.10   
Computing | 11     | 4        | 4        | 44100    | 1.0000 | 1     | -26.10   
Sampling  | 11     | 4        | 4        | 44200    | 1.0000 | 1     | -26.12   
Computing | 11     | 4        | 4        | 44200    | 1.0000 | 1     | -26.12   
Sampling  | 11     | 4        | 4        | 44300    | 1.0000 | 1     | -26.14   
Computing | 11     | 4        | 4        | 44300    | 1.0000 | 1     | -26.14   
Sampling  | 11     | 4        | 4        | 44400    | 1.0000 | 1     | -26.15   
Computing | 11     | 4        | 4        | 44400    | 1.0000 | 1     | -26.15   
Sampling  | 11     | 4        | 4        | 44500    | 1.0000 | 1     | -26.17   
Computing | 11     | 4        | 4        | 44500    | 1.0000 | 1     | -26.17   
Sampling  | 11     | 4        | 4        | 44600    | 1.0000 | 1     | -26.18   
Computing | 11     | 4        | 4        | 44600    | 1.0000 | 1     | -26.18   
Sampling  | 11     | 4        | 4        | 44700    | 1.0000 | 1     | -26.19   
Computing | 11     | 4        | 4        | 44700    | 1.0000 | 1     | -26.19   
Sampling  | 11     | 4        | 4        | 44800    | 1.0000 | 1     | -26.21   
Computing | 11     | 4        | 4        | 44800    | 1.0000 | 1     | -26.21   
Sampling  | 11     | 4        | 4        | 44900    | 1.0000 | 1     | -26.22   
Computing | 11     | 4        | 4        | 44900    | 1.0000 | 1     | -26.22   
Sampling  | 11     | 4        | 4        | 45000    | 1.0000 | 1     | -26.24   
Computing | 11     | 4        | 4        | 45000    | 1.0000 | 1     | -26.24   
Sampling  | 11     | 4        | 4        | 45100    | 1.0000 | 1     | -26.25   
Computing | 11     | 4        | 4        | 45100    | 1.0000 | 1     | -26.25   
Sampling  | 11     | 4        | 4        | 45200    | 1.0000 | 1     | -26.26   
Computing | 11     | 4        | 4        | 45200    | 1.0000 | 1     | -26.26   
Sampling  | 11     | 4        | 4        | 45300    | 1.0000 | 1     | -26.28   
Computing | 11     | 4        | 4        | 45300    | 1.0000 | 1     | -26.28   
Sampling  | 11     | 4        | 4        | 45400    | 1.0000 | 1     | -26.29   
Computing | 11     | 4        | 4        | 45400    | 1.0000 | 1     | -26.29   
Sampling  | 11     | 4        | 4        | 45500    | 1.0000 | 1     | -26.30   
Computing | 11     | 4        | 4        | 45500    | 1.0000 | 1     | -26.30   
Sampling  | 11     | 4        | 4        | 45600    | 1.0000 | 1     | -26.31   
Computing | 11     | 4        | 4        | 45600    | 1.0000 | 1     | -26.31   
Sampling  | 11     | 4        | 4        | 45700    | 1.0000 | 1     | -26.33   
Computing | 11     | 4        | 4        | 45700    | 1.0000 | 1     | -26.33   
Sampling  | 11     | 4        | 4        | 45800    | 1.0000 | 1     | -26.34   
Computing | 11     | 4        | 4        | 45800    | 1.0000 | 1     | -26.34   
Sampling  | 11     | 4        | 4        | 45900    | 1.0000 | 1     | -26.35   
Computing | 11     | 4        | 4        | 45900    | 1.0000 | 1     | -26.35   
Sampling  | 11     | 4        | 4        | 46000    | 1.0000 | 1     | -26.36   
Computing | 11     | 4        | 4        | 46000    | 1.0000 | 1     | -26.36   
Sampling  | 11     | 4        | 4        | 46100    | 1.0000 | 1     | -26.37   
Computing | 11     | 4        | 4        | 46100    | 1.0000 | 1     | -26.37   
Sampling  | 11     | 4        | 4        | 46200    | 1.0000 | 1     | -26.39   
Computing | 11     | 4        | 4        | 46200    | 1.0000 | 1     | -26.39   
Sampling  | 11     | 4        | 4        | 46300    | 1.0000 | 1     | -26.40   
Computing | 11     | 4        | 4        | 46300    | 1.0000 | 1     | -26.40   
Sampling  | 11     | 4        | 4        | 46400    | 1.0000 | 1     | -26.41   
Computing | 11     | 4        | 4        | 46400    | 1.0000 | 1     | -26.41   
Sampling  | 11     | 4        | 4        | 46500    | 1.0000 | 1     | -26.42   
Computing | 11     | 4        | 4        | 46500    | 1.0000 | 1     | -26.42   
Sampling  | 11     | 4        | 4        | 46600    | 1.0000 | 1     | -26.43   
Computing | 11     | 4        | 4        | 46600    | 1.0000 | 1     | -26.43   
Sampling  | 11     | 4        | 4        | 46700    | 1.0000 | 1     | -26.44   
Computing | 11     | 4        | 4        | 46700    | 1.0000 | 1     | -26.44   
Sampling  | 11     | 4        | 4        | 46800    | 1.0000 | 1     | -26.38   
Computing | 11     | 4        | 4        | 46800    | 1.0000 | 1     | -26.38   
Sampling  | 11     | 4        | 4        | 46900    | 1.0000 | 1     | -26.39   
Computing | 11     | 4        | 4        | 46900    | 1.0000 | 1     | -26.39   
Sampling  | 11     | 4        | 4        | 47000    | 1.0000 | 1     | -26.40   
Computing | 11     | 4        | 4        | 47000    | 1.0000 | 1     | -26.40   
Sampling  | 11     | 4        | 4        | 47100    | 1.0000 | 1     | -26.41   
Computing | 11     | 4        | 4        | 47100    | 1.0000 | 1     | -26.41   
Sampling  | 11     | 4        | 4        | 47200    | 1.0000 | 1     | -26.42   
Computing | 11     | 4        | 4        | 47200    | 1.0000 | 1     | -26.42   
Sampling  | 11     | 4        | 4        | 47300    | 1.0000 | 1     | -26.43   
Computing | 11     | 4        | 4        | 47300    | 1.0000 | 1     | -26.43   
Sampling  | 11     | 4        | 4        | 47400    | 1.0000 | 1     | -26.44   
Computing | 11     | 4        | 4        | 47400    | 1.0000 | 1     | -26.44   
Sampling  | 11     | 4        | 4        | 47500    | 1.0000 | 1     | -26.45   
Computing | 11     | 4        | 4        | 47500    | 1.0000 | 1     | -26.45   
Sampling  | 11     | 4        | 4        | 47600    | 1.0000 | 1     | -26.46   
Computing | 11     | 4        | 4        | 47600    | 1.0000 | 1     | -26.46   
Sampling  | 11     | 4        | 4        | 47700    | 1.0000 | 1     | -26.47   
Computing | 11     | 4        | 4        | 47700    | 1.0000 | 1     | -26.47   
Sampling  | 11     | 4        | 4        | 47800    | 1.0000 | 1     | -26.48   
Computing | 11     | 4        | 4        | 47800    | 1.0000 | 1     | -26.48   
Sampling  | 11     | 4        | 4        | 47900    | 1.0000 | 1     | -26.49   
Computing | 11     | 4        | 4        | 47900    | 1.0000 | 1     | -26.49   
Sampling  | 11     | 4        | 4        | 48000    | 1.0000 | 1     | -26.50   
Computing | 11     | 4        | 4        | 48000    | 1.0000 | 1     | -26.50   
Sampling  | 11     | 4        | 4        | 48100    | 1.0000 | 1     | -26.51   
Computing | 11     | 4        | 4        | 48100    | 1.0000 | 1     | -26.51   
Sampling  | 11     | 4        | 4        | 48200    | 1.0000 | 1     | -26.52   
Computing | 11     | 4        | 4        | 48200    | 1.0000 | 1     | -26.52   
Bounding  | 11     | 4        | 4        | 48300    | 1.0000 | 1     | -26.53   
Sampling  | 12     | 5        | 4        | 48300    | 1.0000 | 2     | -107.95  
Computing | 12     | 5        | 4        | 48300    | 1.0000 | 2     | -107.95  
Sampling  | 12     | 5        | 4        | 48400    | 1.0000 | 1     | -33.79   
Computing | 12     | 5        | 4        | 48400    | 1.0000 | 1     | -33.79   
Sampling  | 12     | 5        | 4        | 48500    | 1.0000 | 1     | -34.15   
Computing | 12     | 5        | 4        | 48500    | 1.0000 | 1     | -34.15   
Sampling  | 12     | 5        | 4        | 48600    | 1.0000 | 1     | -28.21   
Computing | 12     | 5        | 4        | 48600    | 1.0000 | 1     | -28.21   
Sampling  | 12     | 5        | 4        | 48700    | 1.0000 | 1     | -28.43   
Computing | 12     | 5        | 4        | 48700    | 1.0000 | 1     | -28.43   
Sampling  | 12     | 5        | 4        | 48800    | 1.0000 | 1     | -25.96   
Computing | 12     | 5        | 4        | 48800    | 1.0000 | 1     | -25.96   
Sampling  | 12     | 5        | 4        | 48900    | 1.0000 | 1     | -26.10   
Computing | 12     | 5        | 4        | 48900    | 1.0000 | 1     | -26.10   
Sampling  | 12     | 5        | 4        | 49000    | 1.0000 | 1     | -26.21   
Computing | 12     | 5        | 4        | 49000    | 1.0000 | 1     | -26.21   
Sampling  | 12     | 5        | 4        | 49100    | 1.0000 | 1     | -26.32   
Computing | 12     | 5        | 4        | 49100    | 1.0000 | 1     | -26.32   
Sampling  | 12     | 5        | 4        | 49200    | 1.0000 | 1     | -26.42   
Computing | 12     | 5        | 4        | 49200    | 1.0000 | 1     | -26.42   
Sampling  | 12     | 5        | 4        | 49300    | 1.0000 | 1     | -26.51   
Computing | 12     | 5        | 4        | 49300    | 1.0000 | 1     | -26.51   
Sampling  | 12     | 5        | 4        | 49400    | 1.0000 | 1     | -26.54   
Computing | 12     | 5        | 4        | 49400    | 1.0000 | 1     | -26.54   
Sampling  | 12     | 5        | 4        | 49500    | 1.0000 | 1     | -26.56   
Computing | 12     | 5        | 4        | 49500    | 1.0000 | 1     | -26.56   
Sampling  | 12     | 5        | 4        | 49600    | 1.0000 | 1     | -26.58   
Computing | 12     | 5        | 4        | 49600    | 1.0000 | 1     | -26.58   
Sampling  | 12     | 5        | 4        | 49700    | 1.0000 | 1     | -26.60   
Computing | 12     | 5        | 4        | 49700    | 1.0000 | 1     | -26.60   
Sampling  | 12     | 5        | 4        | 49800    | 1.0000 | 1     | -26.59   
Computing | 12     | 5        | 4        | 49800    | 1.0000 | 1     | -26.59   
Sampling  | 12     | 5        | 4        | 49900    | 1.0000 | 1     | -26.61   
Computing | 12     | 5        | 4        | 49900    | 1.0000 | 1     | -26.61   
Sampling  | 12     | 5        | 4        | 50000    | 1.0000 | 1     | -26.63   
Computing | 12     | 5        | 4        | 50000    | 1.0000 | 1     | -26.63   
Sampling  | 12     | 5        | 4        | 50100    | 1.0000 | 1     | -26.65   
Computing | 12     | 5        | 4        | 50100    | 1.0000 | 1     | -26.65   
Sampling  | 12     | 5        | 4        | 50200    | 1.0000 | 1     | -23.34   
Computing | 12     | 5        | 4        | 50200    | 1.0000 | 1     | -23.34   
Sampling  | 12     | 5        | 4        | 50300    | 1.0000 | 1     | -23.36   
Computing | 12     | 5        | 4        | 50300    | 1.0000 | 1     | -23.36   
Sampling  | 12     | 5        | 4        | 50400    | 1.0000 | 1     | -23.38   
Computing | 12     | 5        | 4        | 50400    | 1.0000 | 1     | -23.38   
Sampling  | 12     | 5        | 4        | 50500    | 1.0000 | 1     | -23.39   
Computing | 12     | 5        | 4        | 50500    | 1.0000 | 1     | -23.39   
Sampling  | 12     | 5        | 4        | 50600    | 1.0000 | 1     | -23.41   
Computing | 12     | 5        | 4        | 50600    | 1.0000 | 1     | -23.41   
Sampling  | 12     | 5        | 4        | 50700    | 1.0000 | 1     | -23.43   
Computing | 12     | 5        | 4        | 50700    | 1.0000 | 1     | -23.43   
Sampling  | 12     | 5        | 4        | 50800    | 1.0000 | 1     | -23.44   
Computing | 12     | 5        | 4        | 50800    | 1.0000 | 1     | -23.44   
Sampling  | 12     | 5        | 4        | 50900    | 1.0000 | 1     | -23.46   
Computing | 12     | 5        | 4        | 50900    | 1.0000 | 1     | -23.46   
Sampling  | 12     | 5        | 4        | 51000    | 1.0000 | 1     | -23.47   
Computing | 12     | 5        | 4        | 51000    | 1.0000 | 1     | -23.47   
Sampling  | 12     | 5        | 4        | 51100    | 1.0000 | 1     | -23.49   
Computing | 12     | 5        | 4        | 51100    | 1.0000 | 1     | -23.49   
Sampling  | 12     | 5        | 4        | 51200    | 1.0000 | 1     | -23.50   
