Running inference with number of nodes: 8, free nodes: 6
Starting the nautilus sampler...
Please report issues at github.com/johannesulf/nautilus.
Status    | Bounds | Ellipses | Networks | Calls    | f_live | N_eff | log Z    
Computing | 14     | 7        | 4        | 63000    | 1.0000 | 1     | -21.31   
Sampling  | 14     | 7        | 4        | 63100    | 1.0000 | 1     | -21.38   
Computing | 14     | 7        | 4        | 63100    | 1.0000 | 1     | -21.38   
Sampling  | 14     | 7        | 4        | 63200    | 1.0000 | 1     | -21.42   
Computing | 14     | 7        | 4        | 63200    | 1.0000 | 1     | -21.42   
Sampling  | 14     | 7        | 4        | 63300    | 1.0000 | 1     | -21.43   
Computing | 14     | 7        | 4        | 63300    | 1.0000 | 1     | -21.43   
Sampling  | 14     | 7        | 4        | 63400    | 1.0000 | 1     | -21.45   
Computing | 14     | 7        | 4        | 63400    | 1.0000 | 1     | -21.45   
Sampling  | 14     | 7        | 4        | 63500    | 1.0000 | 1     | -21.46   
Computing | 14     | 7        | 4        | 63500    | 1.0000 | 1     | -21.46   
Sampling  | 14     | 7        | 4        | 63600    | 1.0000 | 1     | -21.48   
Computing | 14     | 7        | 4        | 63600    | 1.0000 | 1     | -21.48   
Sampling  | 14     | 7        | 4        | 63700    | 1.0000 | 1     | -21.50   
Computing | 14     | 7        | 4        | 63700    | 1.0000 | 1     | -21.50   
Sampling  | 14     | 7        | 4        | 63800    | 1.0000 | 1     | -21.52   
Computing | 14     | 7        | 4        | 63800    | 1.0000 | 1     | -21.52   
Sampling  | 14     | 7        | 4        | 63900    | 1.0000 | 1     | -21.53   
Computing | 14     | 7        | 4        | 63900    | 1.0000 | 1     | -21.53   
Sampling  | 14     | 7        | 4        | 64000    | 1.0000 | 1     | -21.55   
Computing | 14     | 7        | 4        | 64000    | 1.0000 | 1     | -21.55   
Sampling  | 14     | 7        | 4        | 64100    | 1.0000 | 1     | -21.56   
Computing | 14     | 7        | 4        | 64100    | 1.0000 | 1     | -21.56   
Sampling  | 14     | 7        | 4        | 64200    | 1.0000 | 1     | -21.58   
Computing | 14     | 7        | 4        | 64200    | 1.0000 | 1     | -21.58   
Sampling  | 14     | 7        | 4        | 64300    | 1.0000 | 1     | -21.60   
Computing | 14     | 7        | 4        | 64300    | 1.0000 | 1     | -21.60   
Sampling  | 14     | 7        | 4        | 64400    | 1.0000 | 1     | -21.61   
Computing | 14     | 7        | 4        | 64400    | 1.0000 | 1     | -21.61   
Sampling  | 14     | 7        | 4        | 64500    | 1.0000 | 1     | -21.63   
Computing | 14     | 7        | 4        | 64500    | 1.0000 | 1     | -21.63   
Sampling  | 14     | 7        | 4        | 64600    | 1.0000 | 1     | -21.64   
Computing | 14     | 7        | 4        | 64600    | 1.0000 | 1     | -21.64   
Sampling  | 14     | 7        | 4        | 64700    | 1.0000 | 1     | -21.66   
Computing | 14     | 7        | 4        | 64700    | 1.0000 | 1     | -21.66   
Sampling  | 14     | 7        | 4        | 64800    | 1.0000 | 1     | -21.60   
Computing | 14     | 7        | 4        | 64800    | 1.0000 | 1     | -21.60   
Sampling  | 14     | 7        | 4        | 64900    | 1.0000 | 1     | -21.61   
Computing | 14     | 7        | 4        | 64900    | 1.0000 | 1     | -21.61   
Sampling  | 14     | 7        | 4        | 65000    | 1.0000 | 1     | -21.63   
Computing | 14     | 7        | 4        | 65000    | 1.0000 | 1     | -21.63   
Sampling  | 14     | 7        | 4        | 65100    | 1.0000 | 1     | -21.64   
Computing | 14     | 7        | 4        | 65100    | 1.0000 | 1     | -21.64   
Sampling  | 14     | 7        | 4        | 65200    | 1.0000 | 1     | -21.66   
Computing | 14     | 7        | 4        | 65200    | 1.0000 | 1     | -21.66   
Sampling  | 14     | 7        | 4        | 65300    | 1.0000 | 1     | -21.67   
Computing | 14     | 7        | 4        | 65300    | 1.0000 | 1     | -21.67   
Sampling  | 14     | 7        | 4        | 65400    | 1.0000 | 1     | -21.68   
Computing | 14     | 7        | 4        | 65400    | 1.0000 | 1     | -21.68   
Sampling  | 14     | 7        | 4        | 65500    | 1.0000 | 1     | -21.70   
Computing | 14     | 7        | 4        | 65500    | 1.0000 | 1     | -21.70   
Sampling  | 14     | 7        | 4        | 65600    | 1.0000 | 1     | -21.71   
Computing | 14     | 7        | 4        | 65600    | 1.0000 | 1     | -21.71   
Sampling  | 14     | 7        | 4        | 65700    | 1.0000 | 1     | -21.72   
Computing | 14     | 7        | 4        | 65700    | 1.0000 | 1     | -21.72   
Sampling  | 14     | 7        | 4        | 65800    | 1.0000 | 1     | -21.73   
Computing | 14     | 7        | 4        | 65800    | 1.0000 | 1     | -21.73   
Sampling  | 14     | 7        | 4        | 65900    | 1.0000 | 1     | -21.75   
Computing | 14     | 7        | 4        | 65900    | 1.0000 | 1     | -21.75   
Sampling  | 14     | 7        | 4        | 66000    | 1.0000 | 1     | -21.76   
Computing | 14     | 7        | 4        | 66000    | 1.0000 | 1     | -21.76   
Sampling  | 14     | 7        | 4        | 66100    | 1.0000 | 1     | -21.77   
Computing | 14     | 7        | 4        | 66100    | 1.0000 | 1     | -21.77   
Sampling  | 14     | 7        | 4        | 66200    | 1.0000 | 1     | -21.78   
Computing | 14     | 7        | 4        | 66200    | 1.0000 | 1     | -21.78   
Sampling  | 14     | 7        | 4        | 66300    | 1.0000 | 1     | -21.79   
Computing | 14     | 7        | 4        | 66300    | 1.0000 | 1     | -21.79   
Sampling  | 14     | 7        | 4        | 66400    | 1.0000 | 1     | -21.80   
Computing | 14     | 7        | 4        | 66400    | 1.0000 | 1     | -21.80   
Sampling  | 14     | 7        | 4        | 66500    | 1.0000 | 1     | -21.81   
Computing | 14     | 7        | 4        | 66500    | 1.0000 | 1     | -21.81   
Sampling  | 14     | 7        | 4        | 66600    | 1.0000 | 1     | -21.82   
Computing | 14     | 7        | 4        | 66600    | 1.0000 | 1     | -21.82   
Sampling  | 14     | 7        | 4        | 66700    | 1.0000 | 1     | -21.83   
Computing | 14     | 7        | 4        | 66700    | 1.0000 | 1     | -21.83   
Sampling  | 14     | 7        | 4        | 66800    | 1.0000 | 1     | -21.84   
Computing | 14     | 7        | 4        | 66800    | 1.0000 | 1     | -21.84   
Sampling  | 14     | 7        | 4        | 66900    | 1.0000 | 1     | -21.86   
Computing | 14     | 7        | 4        | 66900    | 1.0000 | 1     | -21.86   
Sampling  | 14     | 7        | 4        | 67000    | 1.0000 | 1     | -21.87   
Computing | 14     | 7        | 4        | 67000    | 1.0000 | 1     | -21.87   
Sampling  | 14     | 7        | 4        | 67100    | 1.0000 | 1     | -21.88   
Computing | 14     | 7        | 4        | 67100    | 1.0000 | 1     | -21.88   
Sampling  | 14     | 7        | 4        | 67200    | 1.0000 | 1     | -21.89   
Computing | 14     | 7        | 4        | 67200    | 1.0000 | 1     | -21.89   
Sampling  | 14     | 7        | 4        | 67300    | 1.0000 | 1     | -21.90   
Computing | 14     | 7        | 4        | 67300    | 1.0000 | 1     | -21.90   
Sampling  | 14     | 7        | 4        | 67400    | 1.0000 | 1     | -21.91   
Computing | 14     | 7        | 4        | 67400    | 1.0000 | 1     | -21.91   
Sampling  | 14     | 7        | 4        | 67500    | 1.0000 | 1     | -21.92   
Computing | 14     | 7        | 4        | 67500    | 1.0000 | 1     | -21.92   
Sampling  | 14     | 7        | 4        | 67600    | 1.0000 | 1     | -21.93   
Computing | 14     | 7        | 4        | 67600    | 1.0000 | 1     | -21.93   
Sampling  | 14     | 7        | 4        | 67700    | 1.0000 | 1     | -21.94   
Computing | 14     | 7        | 4        | 67700    | 1.0000 | 1     | -21.94   
Sampling  | 14     | 7        | 4        | 67800    | 1.0000 | 1     | -21.96   
Computing | 14     | 7        | 4        | 67800    | 1.0000 | 1     | -21.96   
Sampling  | 14     | 7        | 4        | 67900    | 1.0000 | 1     | -21.97   
Computing | 14     | 7        | 4        | 67900    | 1.0000 | 1     | -21.97   
Sampling  | 14     | 7        | 4        | 68000    | 1.0000 | 1     | -21.98   
Computing | 14     | 7        | 4        | 68000    | 1.0000 | 1     | -21.98   
Sampling  | 14     | 7        | 4        | 68100    | 1.0000 | 1     | -21.98   
Computing | 14     | 7        | 4        | 68100    | 1.0000 | 1     | -21.98   
Sampling  | 14     | 7        | 4        | 68200    | 1.0000 | 1     | -21.99   
Computing | 14     | 7        | 4        | 68200    | 1.0000 | 1     | -21.99   
Sampling  | 14     | 7        | 4        | 68300    | 1.0000 | 1     | -22.00   
Computing | 14     | 7        | 4        | 68300    | 1.0000 | 1     | -22.00   
Sampling  | 14     | 7        | 4        | 68400    | 1.0000 | 1     | -22.01   
Computing | 14     | 7        | 4        | 68400    | 1.0000 | 1     | -22.01   
Sampling  | 14     | 7        | 4        | 68500    | 1.0000 | 1     | -22.02   
Computing | 14     | 7        | 4        | 68500    | 1.0000 | 1     | -22.02   
Sampling  | 14     | 7        | 4        | 68600    | 1.0000 | 1     | -22.03   
Computing | 14     | 7        | 4        | 68600    | 1.0000 | 1     | -22.03   
Sampling  | 14     | 7        | 4        | 68700    | 1.0000 | 1     | -22.04   
Computing | 14     | 7        | 4        | 68700    | 1.0000 | 1     | -22.04   
Sampling  | 14     | 7        | 4        | 68800    | 1.0000 | 1     | -22.05   
Computing | 14     | 7        | 4        | 68800    | 1.0000 | 1     | -22.05   
Sampling  | 14     | 7        | 4        | 68900    | 1.0000 | 1     | -22.06   
Computing | 14     | 7        | 4        | 68900    | 1.0000 | 1     | -22.06   
Sampling  | 14     | 7        | 4        | 69000    | 1.0000 | 1     | -22.07   
Computing | 14     | 7        | 4        | 69000    | 1.0000 | 1     | -22.07   
Sampling  | 14     | 7        | 4        | 69100    | 1.0000 | 1     | -22.07   
Computing | 14     | 7        | 4        | 69100    | 1.0000 | 1     | -22.07   
Sampling  | 14     | 7        | 4        | 69200    | 1.0000 | 1     | -22.08   
Computing | 14     | 7        | 4        | 69200    | 1.0000 | 1     | -22.08   
Bounding  | 14     | 7        | 4        | 69300    | 1.0000 | 1     | -22.09   
Sampling  | 15     | 10       | 4        | 69300    | 1.0000 | 1     | -33.24   
Computing | 15     | 10       | 4        | 69300    | 1.0000 | 1     | -33.24   
Sampling  | 15     | 10       | 4        | 69400    | 1.0000 | 1     | -20.99   
Computing | 15     | 10       | 4        | 69400    | 1.0000 | 1     | -20.99   
Sampling  | 15     | 10       | 4        | 69500    | 1.0000 | 1     | -21.22   
Computing | 15     | 10       | 4        | 69500    | 1.0000 | 1     | -21.22   
Sampling  | 15     | 10       | 4        | 69600    | 1.0000 | 1     | -21.44   
Computing | 15     | 10       | 4        | 69600    | 1.0000 | 1     | -21.44   
Sampling  | 15     | 10       | 4        | 69700    | 1.0000 | 1     | -21.62   
Computing | 15     | 10       | 4        | 69700    | 1.0000 | 1     | -21.62   
Sampling  | 15     | 10       | 4        | 69800    | 1.0000 | 1     | -21.75   
Computing | 15     | 10       | 4        | 69800    | 1.0000 | 1     | -21.75   
Sampling  | 15     | 10       | 4        | 69900    | 1.0000 | 1     | -21.87   
Computing | 15     | 10       | 4        | 69900    | 1.0000 | 1     | -21.87   
Sampling  | 15     | 10       | 4        | 70000    | 1.0000 | 1     | -21.94   
Computing | 15     | 10       | 4        | 70000    | 1.0000 | 1     | -21.94   
Sampling  | 15     | 10       | 4        | 70100    | 1.0000 | 1     | -21.95   
Computing | 15     | 10       | 4        | 70100    | 1.0000 | 1     | -21.95   
Sampling  | 15     | 10       | 4        | 70200    | 1.0000 | 2     | -21.95   
Computing | 15     | 10       | 4        | 70200    | 1.0000 | 2     | -21.95   
Sampling  | 15     | 10       | 4        | 70300    | 1.0000 | 2     | -22.04   
Computing | 15     | 10       | 4        | 70300    | 1.0000 | 2     | -22.04   
Sampling  | 15     | 10       | 4        | 70400    | 1.0000 | 2     | -22.07   
Computing | 15     | 10       | 4        | 70400    | 1.0000 | 2     | -22.07   
Sampling  | 15     | 10       | 4        | 70500    | 1.0000 | 2     | -21.78   
Computing | 15     | 10       | 4        | 70500    | 1.0000 | 2     | -21.78   
Sampling  | 15     | 10       | 4        | 70600    | 1.0000 | 2     | -21.80   
Computing | 15     | 10       | 4        | 70600    | 1.0000 | 2     | -21.80   
Sampling  | 15     | 10       | 4        | 70700    | 1.0000 | 2     | -21.82   
Computing | 15     | 10       | 4        | 70700    | 1.0000 | 2     | -21.82   
Sampling  | 15     | 10       | 4        | 70800    | 1.0000 | 2     | -21.83   
Computing | 15     | 10       | 4        | 70800    | 1.0000 | 2     | -21.83   
Sampling  | 15     | 10       | 4        | 70900    | 1.0000 | 2     | -21.85   
Computing | 15     | 10       | 4        | 70900    | 1.0000 | 2     | -21.85   
Sampling  | 15     | 10       | 4        | 71000    | 1.0000 | 2     | -21.87   
Computing | 15     | 10       | 4        | 71000    | 1.0000 | 2     | -21.87   
Sampling  | 15     | 10       | 4        | 71100    | 1.0000 | 2     | -21.88   
Computing | 15     | 10       | 4        | 71100    | 1.0000 | 2     | -21.88   
Sampling  | 15     | 10       | 4        | 71200    | 1.0000 | 2     | -21.90   
Computing | 15     | 10       | 4        | 71200    | 1.0000 | 2     | -21.90   
Sampling  | 15     | 10       | 4        | 71300    | 1.0000 | 2     | -21.91   
Computing | 15     | 10       | 4        | 71300    | 1.0000 | 2     | -21.91   
Sampling  | 15     | 10       | 4        | 71400    | 1.0000 | 2     | -21.93   
Computing | 15     | 10       | 4        | 71400    | 1.0000 | 2     | -21.93   
Sampling  | 15     | 10       | 4        | 71500    | 1.0000 | 2     | -21.94   
Computing | 15     | 10       | 4        | 71500    | 1.0000 | 2     | -21.94   
Sampling  | 15     | 10       | 4        | 71600    | 1.0000 | 2     | -21.95   
Computing | 15     | 10       | 4        | 71600    | 1.0000 | 2     | -21.95   
Sampling  | 15     | 10       | 4        | 71700    | 1.0000 | 2     | -21.97   
Computing | 15     | 10       | 4        | 71700    | 1.0000 | 2     | -21.97   
Sampling  | 15     | 10       | 4        | 71800    | 1.0000 | 2     | -21.98   
Computing | 15     | 10       | 4        | 71800    | 1.0000 | 2     | -21.98   
Sampling  | 15     | 10       | 4        | 71900    | 1.0000 | 2     | -22.00   
Computing | 15     | 10       | 4        | 71900    | 1.0000 | 2     | -22.00   
Sampling  | 15     | 10       | 4        | 72000    | 1.0000 | 2     | -22.01   
Computing | 15     | 10       | 4        | 72000    | 1.0000 | 2     | -22.01   
Sampling  | 15     | 10       | 4        | 72100    | 1.0000 | 3     | -22.02   
Computing | 15     | 10       | 4        | 72100    | 1.0000 | 3     | -22.02   
Sampling  | 15     | 10       | 4        | 72200    | 1.0000 | 3     | -22.04   
Computing | 15     | 10       | 4        | 72200    | 1.0000 | 3     | -22.04   
Sampling  | 15     | 10       | 4        | 72300    | 1.0000 | 3     | -22.05   
Computing | 15     | 10       | 4        | 72300    | 1.0000 | 3     | -22.05   
Sampling  | 15     | 10       | 4        | 72400    | 1.0000 | 3     | -22.06   
Computing | 15     | 10       | 4        | 72400    | 1.0000 | 3     | -22.06   
Sampling  | 15     | 10       | 4        | 72500    | 1.0000 | 3     | -22.08   
Computing | 15     | 10       | 4        | 72500    | 1.0000 | 3     | -22.08   
Sampling  | 15     | 10       | 4        | 72600    | 1.0000 | 3     | -22.09   
Computing | 15     | 10       | 4        | 72600    | 1.0000 | 3     | -22.09   
Sampling  | 15     | 10       | 4        | 72700    | 1.0000 | 3     | -22.10   
Computing | 15     | 10       | 4        | 72700    | 1.0000 | 3     | -22.10   
Sampling  | 15     | 10       | 4        | 72800    | 1.0000 | 3     | -22.11   
Computing | 15     | 10       | 4        | 72800    | 1.0000 | 3     | -22.11   
Sampling  | 15     | 10       | 4        | 72900    | 1.0000 | 3     | -22.13   
Computing | 15     | 10       | 4        | 72900    | 1.0000 | 3     | -22.13   
Sampling  | 15     | 10       | 4        | 73000    | 1.0000 | 3     | -22.14   
Computing | 15     | 10       | 4        | 73000    | 1.0000 | 3     | -22.14   
Sampling  | 15     | 10       | 4        | 73100    | 1.0000 | 3     | -22.15   
Computing | 15     | 10       | 4        | 73100    | 1.0000 | 3     | -22.15   
Sampling  | 15     | 10       | 4        | 73200    | 1.0000 | 3     | -22.16   
Computing | 15     | 10       | 4        | 73200    | 1.0000 | 3     | -22.16   
Sampling  | 15     | 10       | 4        | 73300    | 1.0000 | 3     | -22.17   
Computing | 15     | 10       | 4        | 73300    | 1.0000 | 3     | -22.17   
Sampling  | 15     | 10       | 4        | 73400    | 1.0000 | 3     | -22.19   
Computing | 15     | 10       | 4        | 73400    | 1.0000 | 3     | -22.19   
Sampling  | 15     | 10       | 4        | 73500    | 1.0000 | 3     | -22.20   
Computing | 15     | 10       | 4        | 73500    | 1.0000 | 3     | -22.20   
Sampling  | 15     | 10       | 4        | 73600    | 1.0000 | 3     | -22.21   
Computing | 15     | 10       | 4        | 73600    | 1.0000 | 3     | -22.21   
Sampling  | 15     | 10       | 4        | 73700    | 1.0000 | 3     | -22.22   
Computing | 15     | 10       | 4        | 73700    | 1.0000 | 3     | -22.22   
Sampling  | 15     | 10       | 4        | 73800    | 1.0000 | 3     | -22.23   
Computing | 15     | 10       | 4        | 73800    | 1.0000 | 3     | -22.23   
Sampling  | 15     | 10       | 4        | 73900    | 1.0000 | 3     | -22.24   
Computing | 15     | 10       | 4        | 73900    | 1.0000 | 3     | -22.24   
Sampling  | 15     | 10       | 4        | 74000    | 1.0000 | 3     | -22.25   
Computing | 15     | 10       | 4        | 74000    | 1.0000 | 3     | -22.25   
Sampling  | 15     | 10       | 4        | 74100    | 1.0000 | 3     | -22.26   
Computing | 15     | 10       | 4        | 74100    | 1.0000 | 3     | -22.26   
Sampling  | 15     | 10       | 4        | 74200    | 1.0000 | 3     | -22.27   
Computing | 15     | 10       | 4        | 74200    | 1.0000 | 3     | -22.27   
Sampling  | 15     | 10       | 4        | 74300    | 1.0000 | 3     | -22.28   
Computing | 15     | 10       | 4        | 74300    | 1.0000 | 3     | -22.28   
Sampling  | 15     | 10       | 4        | 74400    | 1.0000 | 3     | -22.29   
Computing | 15     | 10       | 4        | 74400    | 1.0000 | 3     | -22.29   
Sampling  | 15     | 10       | 4        | 74500    | 1.0000 | 3     | -22.18   
Computing | 15     | 10       | 4        | 74500    | 1.0000 | 3     | -22.18   
Sampling  | 15     | 10       | 4        | 74600    | 1.0000 | 3     | -22.19   
Computing | 15     | 10       | 4        | 74600    | 1.0000 | 3     | -22.19   
Sampling  | 15     | 10       | 4        | 74700    | 1.0000 | 3     | -22.20   
Computing | 15     | 10       | 4        | 74700    | 1.0000 | 3     | -22.20   
Sampling  | 15     | 10       | 4        | 74800    | 1.0000 | 3     | -22.22   
Computing | 15     | 10       | 4        | 74800    | 1.0000 | 3     | -22.22   
Sampling  | 15     | 10       | 4        | 74900    | 1.0000 | 3     | -22.23   
Computing | 15     | 10       | 4        | 74900    | 1.0000 | 3     | -22.23   
Sampling  | 15     | 10       | 4        | 75000    | 1.0000 | 3     | -22.24   
Computing | 15     | 10       | 4        | 75000    | 1.0000 | 3     | -22.24   
Sampling  | 15     | 10       | 4        | 75100    | 1.0000 | 4     | -22.07   
Computing | 15     | 10       | 4        | 75100    | 1.0000 | 4     | -22.07   
Sampling  | 15     | 10       | 4        | 75200    | 1.0000 | 4     | -22.08   
Computing | 15     | 10       | 4        | 75200    | 1.0000 | 4     | -22.08   
Sampling  | 15     | 10       | 4        | 75300    | 1.0000 | 4     | -22.08   
Computing | 15     | 10       | 4        | 75300    | 1.0000 | 4     | -22.08   
Sampling  | 15     | 10       | 4        | 75400    | 1.0000 | 4     | -22.09   
Computing | 15     | 10       | 4        | 75400    | 1.0000 | 4     | -22.09   
Sampling  | 15     | 10       | 4        | 75500    | 1.0000 | 4     | -22.10   
Computing | 15     | 10       | 4        | 75500    | 1.0000 | 4     | -22.10   
Sampling  | 15     | 10       | 4        | 75600    | 1.0000 | 4     | -22.11   
Computing | 15     | 10       | 4        | 75600    | 1.0000 | 4     | -22.11   
Sampling  | 15     | 10       | 4        | 75700    | 1.0000 | 4     | -22.12   
Computing | 15     | 10       | 4        | 75700    | 1.0000 | 4     | -22.12   
Sampling  | 15     | 10       | 4        | 75800    | 1.0000 | 4     | -22.13   
Computing | 15     | 10       | 4        | 75800    | 1.0000 | 4     | -22.13   
Sampling  | 15     | 10       | 4        | 75900    | 1.0000 | 4     | -22.14   
Computing | 15     | 10       | 4        | 75900    | 1.0000 | 4     | -22.14   
Sampling  | 15     | 10       | 4        | 76000    | 1.0000 | 4     | -22.15   
Computing | 15     | 10       | 4        | 76000    | 1.0000 | 4     | -22.15   
Sampling  | 15     | 10       | 4        | 76100    | 1.0000 | 4     | -22.16   
Computing | 15     | 10       | 4        | 76100    | 1.0000 | 4     | -22.16   
Sampling  | 15     | 10       | 4        | 76200    | 1.0000 | 4     | -22.17   
Computing | 15     | 10       | 4        | 76200    | 1.0000 | 4     | -22.17   
Sampling  | 15     | 10       | 4        | 76300    | 1.0000 | 4     | -22.18   
Computing | 15     | 10       | 4        | 76300    | 1.0000 | 4     | -22.18   
Sampling  | 15     | 10       | 4        | 76400    | 1.0000 | 4     | -22.18   
Computing | 15     | 10       | 4        | 76400    | 1.0000 | 4     | -22.18   
Sampling  | 15     | 10       | 4        | 76500    | 1.0000 | 4     | -22.19   
Computing | 15     | 10       | 4        | 76500    | 1.0000 | 4     | -22.19   
Sampling  | 15     | 10       | 4        | 76600    | 1.0000 | 4     | -22.19   
Computing | 15     | 10       | 4        | 76600    | 1.0000 | 4     | -22.19   
Sampling  | 15     | 10       | 4        | 76700    | 1.0000 | 4     | -22.20   
Computing | 15     | 10       | 4        | 76700    | 1.0000 | 4     | -22.20   
Sampling  | 15     | 10       | 4        | 76800    | 1.0000 | 4     | -22.21   
Computing | 15     | 10       | 4        | 76800    | 1.0000 | 4     | -22.21   
Sampling  | 15     | 10       | 4        | 76900    | 1.0000 | 4     | -22.22   
Computing | 15     | 10       | 4        | 76900    | 1.0000 | 4     | -22.22   
Sampling  | 15     | 10       | 4        | 77000    | 1.0000 | 4     | -22.23   
Computing | 15     | 10       | 4        | 77000    | 1.0000 | 4     | -22.23   
Sampling  | 15     | 10       | 4        | 77100    | 1.0000 | 4     | -22.24   
Computing | 15     | 10       | 4        | 77100    | 1.0000 | 4     | -22.24   
Sampling  | 15     | 10       | 4        | 77200    | 1.0000 | 4     | -22.24   
Computing | 15     | 10       | 4        | 77200    | 1.0000 | 4     | -22.24   
Sampling  | 15     | 10       | 4        | 77300    | 1.0000 | 4     | -22.25   
Computing | 15     | 10       | 4        | 77300    | 1.0000 | 4     | -22.25   
Sampling  | 15     | 10       | 4        | 77400    | 1.0000 | 4     | -22.26   
Computing | 15     | 10       | 4        | 77400    | 1.0000 | 4     | -22.26   
Bounding  | 15     | 10       | 4        | 77500    | 1.0000 | 4     | -22.27   
Sampling  | 16     | 11       | 4        | 77500    | 1.0000 | 1     | -24.62   
Computing | 16     | 11       | 4        | 77500    | 1.0000 | 1     | -24.62   
Sampling  | 16     | 11       | 4        | 77600    | 1.0000 | 2     | -22.02   
Computing | 16     | 11       | 4        | 77600    | 1.0000 | 2     | -22.02   
Sampling  | 16     | 11       | 4        | 77700    | 1.0000 | 3     | -22.10   
Computing | 16     | 11       | 4        | 77700    | 1.0000 | 3     | -22.10   
Sampling  | 16     | 11       | 4        | 77800    | 1.0000 | 3     | -21.68   
Computing | 16     | 11       | 4        | 77800    | 1.0000 | 3     | -21.68   
Sampling  | 16     | 11       | 4        | 77900    | 1.0000 | 4     | -21.79   
Computing | 16     | 11       | 4        | 77900    | 1.0000 | 4     | -21.79   
Sampling  | 16     | 11       | 4        | 78000    | 1.0000 | 4     | -21.91   
Computing | 16     | 11       | 4        | 78000    | 1.0000 | 4     | -21.91   
Sampling  | 16     | 11       | 4        | 78100    | 1.0000 | 4     | -21.36   
Computing | 16     | 11       | 4        | 78100    | 1.0000 | 4     | -21.36   
Sampling  | 16     | 11       | 4        | 78200    | 1.0000 | 4     | -21.44   
Computing | 16     | 11       | 4        | 78200    | 1.0000 | 4     | -21.44   
Sampling  | 16     | 11       | 4        | 78300    | 1.0000 | 4     | -21.54   
Computing | 16     | 11       | 4        | 78300    | 1.0000 | 4     | -21.54   
Sampling  | 16     | 11       | 4        | 78400    | 1.0000 | 4     | -21.60   
Computing | 16     | 11       | 4        | 78400    | 1.0000 | 4     | -21.60   
Sampling  | 16     | 11       | 4        | 78500    | 1.0000 | 4     | -21.62   
Computing | 16     | 11       | 4        | 78500    | 1.0000 | 4     | -21.62   
Sampling  | 16     | 11       | 4        | 78600    | 1.0000 | 4     | -21.64   
Computing | 16     | 11       | 4        | 78600    | 1.0000 | 4     | -21.64   
Sampling  | 16     | 11       | 4        | 78700    | 1.0000 | 2     | -20.54   
Computing | 16     | 11       | 4        | 78700    | 1.0000 | 2     | -20.54   
Sampling  | 16     | 11       | 4        | 78800    | 1.0000 | 2     | -20.56   
Computing | 16     | 11       | 4        | 78800    | 1.0000 | 2     | -20.56   
Sampling  | 16     | 11       | 4        | 78900    | 1.0000 | 3     | -20.23   
Computing | 16     | 11       | 4        | 78900    | 1.0000 | 3     | -20.23   
Sampling  | 16     | 11       | 4        | 79000    | 1.0000 | 3     | -20.25   
Computing | 16     | 11       | 4        | 79000    | 1.0000 | 3     | -20.25   
Sampling  | 16     | 11       | 4        | 79100    | 1.0000 | 3     | -20.26   
Computing | 16     | 11       | 4        | 79100    | 1.0000 | 3     | -20.26   
Sampling  | 16     | 11       | 4        | 79200    | 1.0000 | 3     | -20.28   
Computing | 16     | 11       | 4        | 79200    | 1.0000 | 3     | -20.28   
Sampling  | 16     | 11       | 4        | 79300    | 1.0000 | 3     | -20.30   
Computing | 16     | 11       | 4        | 79300    | 1.0000 | 3     | -20.30   
Sampling  | 16     | 11       | 4        | 79400    | 1.0000 | 4     | -19.81   
Computing | 16     | 11       | 4        | 79400    | 1.0000 | 4     | -19.81   
Sampling  | 16     | 11       | 4        | 79500    | 1.0000 | 4     | -19.83   
Computing | 16     | 11       | 4        | 79500    | 1.0000 | 4     | -19.83   
Sampling  | 16     | 11       | 4        | 79600    | 1.0000 | 4     | -19.83   
Computing | 16     | 11       | 4        | 79600    | 1.0000 | 4     | -19.83   
Sampling  | 16     | 11       | 4        | 79700    | 1.0000 | 4     | -19.84   
Computing | 16     | 11       | 4        | 79700    | 1.0000 | 4     | -19.84   
Sampling  | 16     | 11       | 4        | 79800    | 1.0000 | 4     | -19.86   
Computing | 16     | 11       | 4        | 79800    | 1.0000 | 4     | -19.86   
Sampling  | 16     | 11       | 4        | 79900    | 1.0000 | 4     | -19.86   
Computing | 16     | 11       | 4        | 79900    | 1.0000 | 4     | -19.86   
Sampling  | 16     | 11       | 4        | 80000    | 1.0000 | 4     | -19.88   
Computing | 16     | 11       | 4        | 80000    | 1.0000 | 4     | -19.88   
Sampling  | 16     | 11       | 4        | 80100    | 1.0000 | 4     | -19.89   
Computing | 16     | 11       | 4        | 80100    | 1.0000 | 4     | -19.89   
Sampling  | 16     | 11       | 4        | 80200    | 1.0000 | 4     | -19.91   
Computing | 16     | 11       | 4        | 80200    | 1.0000 | 4     | -19.91   
Sampling  | 16     | 11       | 4        | 80300    | 1.0000 | 4     | -19.92   
Computing | 16     | 11       | 4        | 80300    | 1.0000 | 4     | -19.92   
Sampling  | 16     | 11       | 4        | 80400    | 1.0000 | 4     | -19.94   
Computing | 16     | 11       | 4        | 80400    | 1.0000 | 4     | -19.94   
Sampling  | 16     | 11       | 4        | 80500    | 1.0000 | 4     | -19.95   
Computing | 16     | 11       | 4        | 80500    | 1.0000 | 4     | -19.95   
Sampling  | 16     | 11       | 4        | 80600    | 1.0000 | 4     | -19.96   
Computing | 16     | 11       | 4        | 80600    | 1.0000 | 4     | -19.96   
Sampling  | 16     | 11       | 4        | 80700    | 1.0000 | 4     | -19.98   
